customer_id,segment,product_type,channel,campaign_id,sent_date,opened,clicked,response_flag,complaint_flag,escalation_flag,engagement_score,sentiment_text,premium_bucket,tenure_months,days_since_last_contact,opt_out_flag,needs_intervention
CUST_024612,Premium,Auto,SMS,CAMP_005,2026-04-18,0,0,0,0,0,0.0,negative,Mid,84,115,0,0
CUST_051472,Premium,Auto,Phone,CAMP_006,2026-03-01,1,0,0,0,0,0.35,mixed,Low,39,122,0,1
CUST_261800,Basic,Home,SMS,CAMP_010,2026-04-03,0,0,0,0,0,0.0,negative,Mid,90,56,0,0
CUST_195749,Standard,Home,SMS,CAMP_010,2026-03-08,0,0,0,0,0,0.0,negative,Low,10,141,0,1
CUST_014644,Basic,Health,Email,CAMP_005,2026-03-16,1,0,0,0,0,0.25,mixed,Low,106,168,1,0
CUST_322432,Premium,Home,SMS,CAMP_008,2026-02-25,1,0,0,0,0,0.35,mixed,Mid,46,112,0,0
CUST_068140,Standard,Auto,SMS,CAMP_007,2026-04-07,1,0,0,0,0,0.35,mixed,Low,61,39,0,0
CUST_382600,Standard,Health,Email,CAMP_007,2026-04-24,1,0,1,0,0,0.6,neutral,Low,97,164,0,0
CUST_220613,Standard,Home,Email,CAMP_008,2026-04-28,0,0,1,0,0,0.25,mixed,Mid,4,0,0,0
CUST_862776,Premium,Health,Phone,CAMP_004,2026-03-07,1,0,1,0,0,0.6,neutral,Mid,114,162,0,0
CUST_903085,Premium,Health,Email,CAMP_004,2026-02-05,0,0,0,0,0,0.0,negative,Low,74,1,0,1
CUST_800339,Basic,Health,Email,CAMP_001,2026-04-15,0,0,0,0,0,0.0,negative,Low,118,10,0,1
CUST_678327,Standard,Health,Email,CAMP_009,2026-01-31,0,0,0,0,0,0.0,negative,Mid,67,7,0,1
CUST_977582,Standard,Auto,Email,CAMP_003,2026-02-12,0,0,0,0,0,0.0,negative,Mid,25,34,0,1
CUST_673158,Standard,Life,Phone,CAMP_007,2026-04-20,0,0,1,0,0,0.15,negative,Mid,70,131,1,0
CUST_246238,Standard,Home,Email,CAMP_007,2026-02-26,0,0,0,0,0,0.0,negative,Mid,69,71,0,0
CUST_125734,Standard,Life,Email,CAMP_008,2026-03-19,1,0,0,1,0,0.1,negative,Mid,111,14,1,1
CUST_299909,Premium,Life,Phone,CAMP_009,2026-02-14,0,0,1,1,0,0.1,negative,High,70,61,0,1
CUST_187887,Basic,Life,Email,CAMP_009,2026-02-22,1,0,0,0,0,0.35,mixed,Low,49,180,0,1
CUST_798765,Basic,Home,Email,CAMP_001,2026-02-24,0,0,0,0,0,0.0,negative,Low,22,95,0,0
CUST_695430,Basic,Health,Phone,CAMP_009,2026-02-17,0,0,1,0,0,0.25,mixed,Low,40,131,0,0
CUST_854368,Standard,Life,SMS,CAMP_003,2026-03-30,0,0,0,0,1,0.0,negative,Low,70,48,1,1
CUST_081832,Premium,Health,Phone,CAMP_007,2026-03-31,1,1,1,0,0,0.9,positive,Low,45,94,0,0
CUST_841612,Basic,Auto,Phone,CAMP_007,2026-02-10,0,0,0,0,0,0.0,negative,High,44,144,0,1
CUST_982003,Standard,Health,Direct Mail,CAMP_001,2026-04-28,0,0,0,0,0,0.0,negative,Low,2,122,0,1
CUST_562970,Premium,Home,Email,CAMP_003,2026-03-18,1,0,0,0,0,0.25,mixed,Low,114,1,1,0
CUST_978237,Standard,Home,Phone,CAMP_010,2026-04-04,1,0,0,0,0,0.35,mixed,Mid,101,109,0,0
CUST_296904,Basic,Health,Phone,CAMP_002,2026-01-29,1,1,0,0,0,0.65,neutral,High,31,143,0,0
CUST_083123,Standard,Home,Email,CAMP_003,2026-03-05,1,0,0,0,1,0.35,mixed,Low,17,24,0,1
CUST_638380,Basic,Home,Direct Mail,CAMP_001,2026-04-28,0,0,0,0,0,0.0,negative,Mid,101,71,0,0
CUST_935724,Basic,Health,Email,CAMP_002,2026-04-17,0,0,0,0,0,0.0,negative,High,101,116,0,0
CUST_430889,Standard,Health,Phone,CAMP_007,2026-02-01,0,0,0,0,0,0.0,negative,Mid,108,0,0,1
CUST_390786,Basic,Home,SMS,CAMP_009,2026-03-31,1,0,0,0,0,0.35,mixed,Mid,66,128,0,1
CUST_912455,Standard,Home,SMS,CAMP_006,2026-04-07,1,0,0,0,0,0.25,mixed,Mid,89,153,1,0
CUST_507306,Standard,Auto,Email,CAMP_003,2026-02-10,1,0,0,0,0,0.35,mixed,Low,88,95,0,0
CUST_713456,Premium,Auto,Direct Mail,CAMP_009,2026-04-18,0,0,0,0,0,0.0,negative,Mid,26,80,0,0
CUST_302284,Basic,Life,SMS,CAMP_004,2026-02-14,1,0,1,0,0,0.6,neutral,Low,63,16,0,0
CUST_081329,Standard,Home,Email,CAMP_004,2026-04-29,0,0,0,0,0,0.0,negative,Mid,32,131,0,1
CUST_654107,Premium,Health,Email,CAMP_006,2026-01-29,0,0,1,0,0,0.25,mixed,High,91,170,0,0
CUST_500317,Standard,Auto,Phone,CAMP_002,2026-03-29,0,0,0,0,0,0.0,negative,Low,117,158,0,1
CUST_354344,Premium,Life,Email,CAMP_004,2026-02-19,0,0,0,0,0,0.0,negative,Mid,10,99,0,0
CUST_971333,Premium,Life,SMS,CAMP_008,2026-03-25,0,0,0,0,0,0.0,negative,Low,10,6,0,1
CUST_013371,Standard,Life,SMS,CAMP_007,2026-04-08,0,0,0,0,0,0.0,negative,Low,32,51,0,0
CUST_601901,Standard,Auto,Email,CAMP_010,2026-03-20,0,0,1,0,0,0.25,mixed,Mid,15,47,0,0
CUST_709381,Basic,Home,SMS,CAMP_008,2026-04-06,0,0,1,0,0,0.25,mixed,Low,2,1,0,0
CUST_919040,Standard,Life,Email,CAMP_004,2026-04-08,0,0,0,0,0,0.0,negative,Mid,118,21,0,1
CUST_774908,Basic,Home,Direct Mail,CAMP_008,2026-02-28,0,0,0,0,0,0.0,negative,Low,70,104,0,0
CUST_899123,Standard,Health,Phone,CAMP_009,2026-04-18,0,0,0,0,0,0.0,negative,High,94,17,0,1
CUST_978388,Standard,Life,Email,CAMP_007,2026-02-05,1,1,0,1,0,0.4,mixed,Low,68,6,1,1
CUST_698835,Standard,Home,SMS,CAMP_008,2026-03-18,1,0,0,0,0,0.35,mixed,Low,90,171,0,1
CUST_688326,Standard,Auto,SMS,CAMP_006,2026-04-07,0,0,0,0,0,0.0,negative,Mid,83,109,0,0
CUST_782607,Basic,Auto,Direct Mail,CAMP_010,2026-04-04,1,0,0,0,0,0.35,mixed,Mid,20,145,0,1
CUST_445198,Standard,Home,Email,CAMP_003,2026-02-26,0,0,0,0,0,0.0,negative,Low,19,44,0,1
CUST_362830,Premium,Home,SMS,CAMP_005,2026-04-26,0,0,0,0,0,0.0,negative,High,59,66,0,0
CUST_524407,Standard,Health,Direct Mail,CAMP_003,2026-04-28,0,0,0,0,0,0.0,negative,Low,45,110,0,0
CUST_024384,Basic,Health,Email,CAMP_002,2026-02-08,0,0,0,0,0,0.0,negative,Low,101,124,0,1
CUST_398303,Premium,Auto,SMS,CAMP_007,2026-02-06,1,0,0,0,1,0.25,mixed,Mid,37,66,1,1
CUST_932237,Standard,Life,Email,CAMP_002,2026-03-23,0,0,0,0,0,0.0,negative,Mid,40,166,0,1
CUST_501620,Basic,Home,SMS,CAMP_003,2026-02-15,0,0,0,0,0,0.0,negative,Mid,64,127,0,1
CUST_857995,Basic,Auto,Email,CAMP_008,2026-02-04,0,0,0,0,0,0.0,negative,High,24,39,0,1
CUST_388964,Basic,Life,Direct Mail,CAMP_003,2026-04-12,0,0,0,0,0,0.0,negative,Mid,104,17,0,1
CUST_757707,Standard,Life,Email,CAMP_009,2026-03-09,0,0,0,0,0,0.0,negative,Low,2,2,0,1
CUST_084252,Standard,Auto,Email,CAMP_001,2026-04-17,0,0,0,0,0,0.0,negative,Low,102,152,0,1
CUST_275368,Standard,Home,Phone,CAMP_005,2026-04-05,1,1,0,0,0,0.65,neutral,Low,75,149,0,0
CUST_303350,Basic,Life,Phone,CAMP_001,2026-03-30,1,1,0,0,0,0.65,neutral,Mid,107,86,0,0
CUST_312108,Standard,Home,SMS,CAMP_001,2026-03-04,1,0,0,0,0,0.35,mixed,Low,36,130,0,1
CUST_306744,Basic,Home,Phone,CAMP_008,2026-04-06,1,0,0,0,0,0.35,mixed,Mid,109,159,0,1
CUST_928830,Standard,Auto,Email,CAMP_001,2026-02-07,0,0,0,0,0,0.0,negative,Mid,104,29,0,1
CUST_437193,Standard,Auto,SMS,CAMP_009,2026-02-26,0,0,0,0,0,0.0,negative,Mid,55,177,0,1
CUST_029010,Basic,Health,Email,CAMP_006,2026-04-14,0,0,0,0,0,0.0,negative,Low,35,88,0,0
CUST_086999,Standard,Life,Email,CAMP_005,2026-03-31,1,1,0,0,0,0.65,neutral,Low,24,79,0,0
CUST_702260,Basic,Auto,Direct Mail,CAMP_010,2026-02-20,0,0,1,0,0,0.15,negative,High,19,29,1,1
CUST_982192,Standard,Home,Phone,CAMP_004,2026-04-16,1,1,0,0,0,0.65,neutral,Mid,70,121,0,0
CUST_408389,Standard,Auto,Email,CAMP_004,2026-03-15,0,0,0,0,0,0.0,negative,Mid,116,109,0,0
CUST_789108,Standard,Home,Email,CAMP_005,2026-04-05,0,0,0,0,0,0.0,negative,Mid,68,5,0,1
CUST_397474,Standard,Auto,Direct Mail,CAMP_007,2026-02-11,0,0,1,0,0,0.25,mixed,High,116,117,0,0
CUST_768850,Standard,Life,Email,CAMP_009,2026-02-10,0,0,0,0,0,0.0,negative,Low,91,25,0,1
CUST_066671,Premium,Life,Email,CAMP_006,2026-04-29,1,0,0,0,0,0.35,mixed,High,83,50,0,0
CUST_904315,Premium,Life,Email,CAMP_003,2026-04-22,0,0,0,0,0,0.0,negative,Low,87,110,0,0
CUST_332474,Standard,Home,Email,CAMP_009,2026-03-04,0,0,0,0,0,0.0,negative,High,112,141,0,1
CUST_554590,Standard,Home,Email,CAMP_006,2026-04-23,1,0,1,0,0,0.5,neutral,Low,103,24,1,0
CUST_572704,Standard,Auto,Direct Mail,CAMP_009,2026-04-13,1,0,0,0,0,0.35,mixed,Low,20,85,0,0
CUST_379368,Premium,Auto,Email,CAMP_005,2026-02-22,0,0,1,0,0,0.25,mixed,Low,71,51,0,0
CUST_459944,Standard,Home,SMS,CAMP_002,2026-03-04,1,0,1,0,0,0.6,neutral,High,56,127,0,0
CUST_592119,Premium,Home,Phone,CAMP_010,2026-03-18,1,0,0,0,0,0.35,mixed,High,106,149,0,1
CUST_553304,Basic,Life,SMS,CAMP_007,2026-03-01,0,0,1,0,0,0.15,negative,Low,25,115,1,0
CUST_655682,Basic,Auto,Phone,CAMP_004,2026-02-24,1,1,0,0,0,0.65,neutral,Low,99,143,0,0
CUST_243311,Standard,Home,SMS,CAMP_009,2026-02-19,1,0,0,0,0,0.35,mixed,Low,58,81,0,0
CUST_842145,Standard,Health,SMS,CAMP_001,2026-03-28,1,0,0,0,0,0.35,mixed,Low,112,108,0,0
CUST_667781,Premium,Health,SMS,CAMP_010,2026-03-06,1,0,0,0,0,0.35,mixed,Mid,95,52,0,0
CUST_610846,Standard,Health,Phone,CAMP_006,2026-04-27,0,0,0,1,0,0.0,negative,Low,42,178,0,1
CUST_767490,Premium,Home,Phone,CAMP_006,2026-04-18,1,0,0,0,0,0.35,mixed,High,102,36,0,0
CUST_981932,Standard,Auto,Phone,CAMP_001,2026-02-06,1,0,0,0,0,0.35,mixed,High,23,166,0,1
CUST_767113,Standard,Auto,Email,CAMP_002,2026-03-30,0,0,0,0,0,0.0,negative,Low,1,135,0,1
CUST_854182,Basic,Auto,SMS,CAMP_008,2026-03-27,0,0,0,0,0,0.0,negative,Mid,61,178,0,1
CUST_556964,Standard,Health,Phone,CAMP_006,2026-02-02,1,1,0,0,0,0.65,neutral,High,47,116,0,0
CUST_270027,Standard,Health,Email,CAMP_002,2026-04-10,1,0,0,0,0,0.35,mixed,High,16,63,0,0
CUST_273910,Basic,Health,Phone,CAMP_007,2026-03-19,1,1,0,0,0,0.65,neutral,Mid,120,50,0,0
CUST_217075,Basic,Life,Email,CAMP_008,2026-04-14,0,0,0,0,0,0.0,negative,Low,5,32,0,1
CUST_918679,Standard,Home,Email,CAMP_003,2026-03-15,0,0,1,0,0,0.25,mixed,Low,71,175,0,0
CUST_720189,Standard,Home,Phone,CAMP_007,2026-03-08,1,1,1,0,0,0.9,positive,Mid,32,19,0,0
CUST_460549,Standard,Health,Email,CAMP_010,2026-04-01,0,0,0,0,0,0.0,negative,Low,36,146,0,1
CUST_474842,Standard,Health,Email,CAMP_005,2026-04-08,0,0,0,0,0,0.0,negative,Mid,26,126,0,1
CUST_662707,Basic,Life,Email,CAMP_003,2026-04-07,0,0,0,0,0,0.0,negative,Mid,47,22,0,1
CUST_330959,Standard,Health,Phone,CAMP_010,2026-03-13,1,1,0,0,0,0.65,neutral,Mid,81,165,0,0
CUST_208911,Standard,Home,SMS,CAMP_010,2026-03-21,0,0,0,0,0,0.0,negative,Low,39,29,1,1
CUST_331620,Premium,Home,SMS,CAMP_005,2026-04-29,1,0,1,1,0,0.45,neutral,Low,87,29,0,1
CUST_281531,Standard,Health,Phone,CAMP_005,2026-04-18,0,0,0,0,0,0.0,negative,High,54,98,0,0
CUST_493894,Basic,Home,SMS,CAMP_009,2026-03-06,0,0,0,0,0,0.0,negative,Low,95,18,0,1
CUST_383974,Standard,Health,Direct Mail,CAMP_001,2026-03-28,0,0,0,0,0,0.0,negative,Low,54,18,0,1
CUST_439396,Standard,Home,Phone,CAMP_004,2026-02-13,1,0,1,0,0,0.6,neutral,High,44,112,0,0
CUST_316358,Basic,Home,Email,CAMP_006,2026-02-28,0,0,1,0,1,0.25,mixed,Mid,61,174,0,1
CUST_794569,Basic,Auto,Direct Mail,CAMP_007,2026-03-18,1,0,0,0,0,0.35,mixed,Mid,83,9,0,0
CUST_678869,Standard,Life,SMS,CAMP_007,2026-03-04,1,0,0,0,0,0.35,mixed,High,56,115,0,0
CUST_811491,Standard,Home,Email,CAMP_004,2026-04-23,0,0,1,0,0,0.25,mixed,Mid,109,108,0,0
CUST_140756,Standard,Home,Email,CAMP_009,2026-04-17,0,0,0,0,0,0.0,negative,High,62,11,0,1
CUST_345064,Standard,Life,SMS,CAMP_007,2026-01-31,1,0,0,0,0,0.35,mixed,High,36,27,0,0
CUST_294312,Standard,Auto,Email,CAMP_006,2026-02-21,0,0,0,0,0,0.0,negative,Low,4,80,0,0
CUST_043016,Standard,Auto,SMS,CAMP_010,2026-02-12,1,0,1,0,0,0.6,neutral,Low,48,125,0,0
CUST_408639,Basic,Health,Email,CAMP_001,2026-02-10,1,0,0,0,0,0.35,mixed,Low,7,40,0,0
CUST_260190,Basic,Life,SMS,CAMP_008,2026-03-19,1,1,0,0,0,0.65,neutral,Mid,5,78,0,0
CUST_247526,Basic,Life,Email,CAMP_010,2026-04-07,0,0,0,0,0,0.0,negative,Mid,45,88,0,0
CUST_853103,Basic,Auto,Phone,CAMP_007,2026-04-05,0,0,0,0,0,0.0,negative,Mid,35,128,0,1
CUST_387919,Basic,Life,Email,CAMP_006,2026-03-08,0,0,0,0,0,0.0,negative,High,107,44,0,1
CUST_567054,Basic,Home,Email,CAMP_004,2026-03-07,0,0,0,0,0,0.0,negative,Mid,88,124,0,1
CUST_634694,Basic,Life,Email,CAMP_003,2026-02-18,0,0,0,0,0,0.0,negative,Mid,95,150,0,1
CUST_749057,Standard,Auto,SMS,CAMP_006,2026-04-17,1,0,0,0,0,0.35,mixed,Mid,66,105,0,0
CUST_414509,Standard,Life,SMS,CAMP_009,2026-04-14,1,0,0,0,0,0.35,mixed,Mid,14,130,0,1
CUST_653258,Standard,Life,SMS,CAMP_005,2026-03-03,1,0,0,0,0,0.35,mixed,Low,103,30,0,0
CUST_172103,Standard,Home,Email,CAMP_002,2026-02-14,1,0,0,0,0,0.25,mixed,Mid,60,164,1,0
CUST_251204,Standard,Auto,Phone,CAMP_005,2026-03-12,0,0,0,0,0,0.0,negative,Mid,52,54,0,0
CUST_417719,Standard,Health,SMS,CAMP_001,2026-04-05,1,1,1,0,0,0.9,positive,Low,73,35,0,0
CUST_043592,Standard,Life,Email,CAMP_010,2026-02-23,1,1,0,0,0,0.65,neutral,Mid,20,99,0,0
CUST_706242,Standard,Life,Phone,CAMP_006,2026-02-28,1,1,0,0,0,0.65,neutral,Mid,58,69,0,0
CUST_897255,Standard,Health,SMS,CAMP_003,2026-02-11,0,0,0,0,0,0.0,negative,Low,73,83,0,0
CUST_302823,Basic,Life,SMS,CAMP_007,2026-04-03,1,1,0,0,0,0.65,neutral,High,84,145,0,0
CUST_800312,Basic,Auto,Email,CAMP_006,2026-04-19,0,0,0,0,0,0.0,negative,Low,61,97,0,0
CUST_660016,Premium,Home,Email,CAMP_006,2026-04-09,0,0,1,0,0,0.25,mixed,Mid,120,67,0,0
CUST_129788,Premium,Health,SMS,CAMP_006,2026-04-12,1,1,0,0,0,0.65,neutral,Mid,119,144,0,0
CUST_773886,Standard,Home,Email,CAMP_010,2026-02-12,1,0,0,0,0,0.35,mixed,Low,12,68,0,0
CUST_707810,Basic,Health,Email,CAMP_009,2026-04-17,0,0,0,0,0,0.0,negative,Mid,10,173,0,1
CUST_616078,Basic,Auto,Direct Mail,CAMP_003,2026-04-14,0,0,0,0,0,0.0,negative,Low,62,178,0,1
CUST_333061,Premium,Home,SMS,CAMP_003,2026-02-26,1,1,0,0,0,0.65,neutral,Low,100,84,0,0
CUST_119939,Basic,Home,Email,CAMP_010,2026-03-26,1,0,0,0,0,0.35,mixed,Mid,62,139,0,1
CUST_752910,Premium,Life,Email,CAMP_007,2026-02-04,0,0,0,0,0,0.0,negative,Low,27,128,0,1
CUST_253378,Standard,Auto,Phone,CAMP_001,2026-04-17,1,0,0,0,0,0.35,mixed,High,68,155,0,1
CUST_728464,Basic,Auto,Email,CAMP_006,2026-01-29,0,0,0,0,0,0.0,negative,Low,114,83,0,0
CUST_872100,Premium,Life,Email,CAMP_002,2026-01-31,0,0,1,0,0,0.25,mixed,Low,21,73,0,0
CUST_624892,Premium,Home,Email,CAMP_001,2026-03-26,0,0,0,0,0,0.0,negative,High,54,50,0,0
CUST_629184,Standard,Health,Phone,CAMP_002,2026-04-07,1,0,1,0,0,0.6,neutral,Mid,77,106,0,0
CUST_534211,Standard,Health,SMS,CAMP_003,2026-04-13,0,0,0,0,0,0.0,negative,Mid,48,111,0,0
CUST_277322,Basic,Home,Email,CAMP_001,2026-04-28,1,0,0,0,0,0.35,mixed,Mid,6,81,0,0
CUST_431052,Basic,Life,Email,CAMP_009,2026-01-30,0,0,0,0,0,0.0,negative,High,81,56,0,0
CUST_766858,Premium,Home,SMS,CAMP_005,2026-04-02,1,0,1,0,0,0.6,neutral,Low,89,81,0,0
CUST_887249,Premium,Home,SMS,CAMP_006,2026-02-26,0,0,0,0,0,0.0,negative,Low,79,90,0,0
CUST_824134,Basic,Life,SMS,CAMP_009,2026-04-22,1,0,0,0,0,0.35,mixed,High,80,23,0,0
CUST_439013,Standard,Home,Email,CAMP_009,2026-02-24,1,0,0,0,0,0.35,mixed,Low,79,119,0,0
CUST_510112,Basic,Auto,Phone,CAMP_009,2026-03-07,1,0,1,0,0,0.6,neutral,Mid,40,152,0,0
CUST_724222,Standard,Home,Direct Mail,CAMP_002,2026-02-25,1,0,0,0,0,0.35,mixed,Mid,2,58,0,0
CUST_614889,Premium,Health,SMS,CAMP_008,2026-04-02,1,1,1,0,0,0.9,positive,Mid,119,70,0,0
CUST_326949,Basic,Home,Email,CAMP_010,2026-04-21,1,0,1,0,0,0.6,neutral,Mid,25,16,0,0
CUST_426439,Premium,Home,SMS,CAMP_001,2026-03-21,1,0,0,1,0,0.1,negative,High,100,105,1,1
CUST_969904,Standard,Life,Email,CAMP_009,2026-03-01,1,0,1,0,0,0.6,neutral,Low,65,77,0,0
CUST_314356,Standard,Auto,Email,CAMP_009,2026-02-28,0,0,0,0,0,0.0,negative,Mid,65,155,0,1
CUST_319135,Standard,Home,Email,CAMP_009,2026-04-01,0,0,0,0,0,0.0,negative,Mid,3,164,0,1
CUST_471234,Standard,Auto,Direct Mail,CAMP_004,2026-03-26,0,0,0,0,1,0.0,negative,Low,119,139,0,1
CUST_966545,Standard,Health,Email,CAMP_002,2026-02-19,0,0,1,0,0,0.25,mixed,High,64,38,0,0
CUST_205299,Basic,Health,Phone,CAMP_008,2026-03-02,1,0,0,0,0,0.35,mixed,Mid,100,35,0,0
CUST_728063,Basic,Health,SMS,CAMP_007,2026-04-25,1,0,0,0,0,0.35,mixed,Low,94,87,0,0
CUST_050345,Standard,Auto,SMS,CAMP_008,2026-04-25,0,0,0,0,0,0.0,negative,High,17,111,0,0
CUST_403148,Premium,Life,Email,CAMP_003,2026-03-05,1,0,0,0,0,0.25,mixed,High,114,5,1,0
CUST_809009,Basic,Life,SMS,CAMP_002,2026-04-11,0,0,0,0,0,0.0,negative,Low,71,89,0,0
CUST_282034,Basic,Health,Email,CAMP_010,2026-02-04,0,0,0,1,0,0.0,negative,Mid,23,15,0,1
CUST_472827,Standard,Auto,SMS,CAMP_006,2026-04-18,1,0,0,0,0,0.25,mixed,Low,70,47,1,0
CUST_635621,Standard,Life,Email,CAMP_009,2026-02-27,0,0,0,0,0,0.0,negative,Low,74,64,0,0
CUST_387655,Standard,Auto,Email,CAMP_010,2026-03-27,0,0,0,0,0,0.0,negative,Low,79,7,0,1
CUST_888909,Premium,Life,SMS,CAMP_005,2026-03-26,0,0,1,0,0,0.25,mixed,High,39,47,0,0
CUST_543354,Standard,Health,Email,CAMP_003,2026-04-15,1,0,0,0,0,0.35,mixed,Low,113,113,0,0
CUST_265469,Standard,Auto,Email,CAMP_009,2026-04-26,0,0,0,0,0,0.0,negative,Low,29,180,0,1
CUST_967168,Basic,Auto,Direct Mail,CAMP_008,2026-03-03,0,0,1,0,0,0.15,negative,Mid,60,141,1,0
CUST_879394,Basic,Health,Email,CAMP_007,2026-03-19,0,0,0,0,0,0.0,negative,Mid,101,55,0,0
CUST_704318,Basic,Auto,Email,CAMP_010,2026-03-30,0,0,1,0,0,0.25,mixed,Low,10,170,0,0
CUST_801363,Standard,Life,Email,CAMP_003,2026-03-23,0,0,0,0,0,0.0,negative,Low,49,79,0,0
CUST_814882,Standard,Life,Email,CAMP_004,2026-02-28,0,0,0,0,1,0.0,negative,Mid,58,64,0,1
CUST_484513,Basic,Home,SMS,CAMP_001,2026-03-04,1,1,0,0,0,0.65,neutral,Mid,93,153,0,0
CUST_661177,Basic,Health,Email,CAMP_004,2026-03-24,0,0,1,0,0,0.15,negative,Mid,95,72,1,0
CUST_402822,Standard,Health,SMS,CAMP_005,2026-04-24,0,0,0,0,0,0.0,negative,Low,96,133,1,0
CUST_359404,Basic,Home,SMS,CAMP_005,2026-02-04,0,0,0,0,0,0.0,negative,Mid,44,29,0,1
CUST_726494,Premium,Auto,Email,CAMP_002,2026-02-18,0,0,0,0,0,0.0,negative,Mid,59,60,0,0
CUST_813107,Basic,Auto,Direct Mail,CAMP_009,2026-04-11,0,0,1,0,0,0.25,mixed,Low,4,178,0,0
CUST_444435,Premium,Auto,Direct Mail,CAMP_005,2026-03-24,0,0,0,0,0,0.0,negative,Low,99,44,0,1
CUST_149614,Premium,Health,Email,CAMP_005,2026-03-08,1,0,0,0,0,0.35,mixed,Low,37,153,0,1
CUST_295049,Standard,Life,Email,CAMP_009,2026-03-02,0,0,0,0,1,0.0,negative,Low,57,84,0,1
CUST_873780,Premium,Life,Email,CAMP_005,2026-04-28,0,0,0,0,0,0.0,negative,Low,82,173,0,1
CUST_938292,Premium,Auto,Email,CAMP_009,2026-04-19,0,0,0,0,0,0.0,negative,High,94,75,0,0
CUST_782196,Premium,Health,SMS,CAMP_003,2026-04-17,0,0,1,0,0,0.25,mixed,Mid,11,89,0,0
CUST_115434,Standard,Life,SMS,CAMP_009,2026-02-24,1,0,0,0,0,0.35,mixed,Mid,93,71,0,0
CUST_599069,Basic,Health,Email,CAMP_010,2026-03-25,0,0,0,0,0,0.0,negative,Low,46,37,0,1
CUST_712179,Premium,Home,Email,CAMP_008,2026-04-26,0,0,1,0,0,0.25,mixed,Mid,51,152,0,0
CUST_786873,Standard,Life,Email,CAMP_009,2026-02-22,0,0,1,0,0,0.25,mixed,Mid,16,103,0,0
CUST_898755,Basic,Life,Direct Mail,CAMP_008,2026-02-16,0,0,1,0,0,0.15,negative,High,87,91,1,0
CUST_326694,Premium,Home,Direct Mail,CAMP_007,2026-03-27,1,0,0,0,0,0.35,mixed,Mid,58,67,0,0
CUST_806714,Premium,Life,Email,CAMP_008,2026-02-15,1,0,1,0,0,0.6,neutral,Mid,13,139,0,0
CUST_506073,Basic,Home,SMS,CAMP_010,2026-04-07,0,0,0,0,0,0.0,negative,Low,17,62,0,0
CUST_294591,Basic,Health,SMS,CAMP_007,2026-04-17,0,0,1,0,1,0.25,mixed,Mid,87,43,0,1
CUST_119796,Standard,Life,SMS,CAMP_007,2026-03-12,1,0,0,0,0,0.35,mixed,High,14,14,0,0
CUST_132996,Basic,Life,SMS,CAMP_001,2026-04-29,0,0,0,0,0,0.0,negative,Mid,63,158,0,1
CUST_209233,Premium,Life,Phone,CAMP_010,2026-03-23,0,0,0,0,0,0.0,negative,Mid,84,13,1,1
CUST_362499,Standard,Home,Email,CAMP_008,2026-03-07,0,0,0,0,0,0.0,negative,High,110,152,0,1
CUST_450307,Basic,Health,Email,CAMP_002,2026-04-18,1,0,1,0,0,0.6,neutral,High,19,68,0,0
CUST_791950,Standard,Auto,Direct Mail,CAMP_003,2026-03-26,1,0,1,0,0,0.6,neutral,Low,36,0,0,0
CUST_541958,Basic,Life,Email,CAMP_003,2026-02-10,1,0,0,0,0,0.35,mixed,Low,19,167,0,1
CUST_622248,Standard,Auto,Email,CAMP_004,2026-04-17,1,0,1,0,0,0.6,neutral,Mid,106,134,0,0
CUST_137782,Basic,Home,Phone,CAMP_009,2026-03-15,1,0,1,0,0,0.6,neutral,High,72,130,0,0
CUST_208552,Standard,Life,Phone,CAMP_005,2026-03-01,0,0,0,0,0,0.0,negative,Mid,118,99,0,0
CUST_752592,Standard,Home,SMS,CAMP_005,2026-04-17,1,1,0,0,0,0.65,neutral,Low,6,137,0,0
CUST_219047,Standard,Health,Phone,CAMP_008,2026-04-09,1,1,0,0,0,0.55,neutral,Mid,85,24,1,0
CUST_302592,Standard,Life,SMS,CAMP_004,2026-03-05,0,0,0,0,0,0.0,negative,Low,4,42,0,1
CUST_667959,Basic,Home,Email,CAMP_009,2026-04-28,0,0,0,0,0,0.0,negative,Low,14,98,0,0
CUST_705810,Premium,Home,SMS,CAMP_008,2026-04-19,1,0,1,0,0,0.6,neutral,Low,52,132,0,0
CUST_517976,Premium,Life,Phone,CAMP_003,2026-02-13,1,1,0,0,0,0.65,neutral,Low,45,106,0,0
CUST_158726,Premium,Health,Phone,CAMP_007,2026-03-20,1,1,0,0,0,0.55,neutral,Mid,44,73,1,0
CUST_323753,Premium,Home,Email,CAMP_005,2026-03-28,0,0,0,0,0,0.0,negative,Low,9,121,0,1
CUST_194414,Basic,Life,Email,CAMP_004,2026-03-06,0,0,0,0,0,0.0,negative,Low,66,10,0,1
CUST_691030,Standard,Life,Phone,CAMP_010,2026-03-18,1,0,1,0,0,0.6,neutral,Mid,41,91,0,0
CUST_372582,Basic,Auto,Email,CAMP_004,2026-04-29,0,0,0,0,0,0.0,negative,Low,120,71,0,0
CUST_575862,Premium,Health,Email,CAMP_002,2026-03-21,0,0,1,0,0,0.25,mixed,Low,95,90,0,0
CUST_003248,Standard,Life,Phone,CAMP_005,2026-02-12,0,0,0,0,0,0.0,negative,Low,53,23,0,1
